iter	Logloss
138	0.1097162475
139	0.1095779656
140	0.1093256592
141	0.1091853707
142	0.1091179148
143	0.1087538012
144	0.1084200817
145	0.1082775902
146	0.1079263911
147	0.1076949341
148	0.1073342278
149	0.1072560275
150	0.1071573635
151	0.1070909073
152	0.1067924914
153	0.1066143409
154	0.1065437538
155	0.1062902367
156	0.1059871184
157	0.1058475112
158	0.1055798367
159	0.1053647719
160	0.1051425546
161	0.104975351
162	0.1046696374
163	0.1044799121
164	0.1042172477
165	0.1041291315
166	0.1036953677
167	0.1035848743
168	0.1033120223
169	0.1031700502
170	0.1030709737
171	0.1029474341
172	0.1027485514
173	0.1026995853
174	0.102594358
175	0.1023621515
176	0.1023340211
177	0.1022162579
178	0.1019935574
179	0.1017644513
180	0.1017416737
181	0.1016635837
182	0.1015116257
183	0.1013997232
184	0.1012544089
185	0.1010464122
186	0.1009442534
187	0.1008193486
188	0.1007097182
189	0.1004992414
190	0.1004150796
191	0.1002789161
192	0.1000621368
193	0.09997922943
194	0.09976219543
195	0.0997049714
196	0.099574108
197	0.09940050945
198	0.09922650197
199	0.09904880312
200	0.09894506805
201	0.09890008038
202	0.09885595717
203	0.09873749941
204	0.09862296964
205	0.09845159397
206	0.09837453832
207	0.09816956596
208	0.09807816653
209	0.09788853095
210	0.09777896503
211	0.09762097621
212	0.09754647666
213	0.09746872755
214	0.09741588217
215	0.09732653988
216	0.09730969566
217	0.09719386117
218	0.09716849877
219	0.09702098367
220	0.09690193975
221	0.09680509868
222	0.09677144393
223	0.09664007296
224	0.0965094121
225	0.09647234659
226	0.09646049111
227	0.09625645449
228	0.09608764676
229	0.09605432975
230	0.09590782732
231	0.09578663797
232	0.09576326394
233	0.09563968755
234	0.09557200174
235	0.09547123364
236	0.09536379653
237	0.09523371764
238	0.09519742438
239	0.09509513872
240	0.09507761027
241	0.0949977558
242	0.09497531347
243	0.09490920098
244	0.09485258102
245	0.09471655249
246	0.0946609517
247	0.09461626987
248	0.09447900559
249	0.09444897595
250	0.09434094208
251	0.09423653862
252	0.09417719606
253	0.09408284982
254	0.09402055016
255	0.09384655848
256	0.09376413833
257	0.0936846611
258	0.09364597609
259	0.09353996178
260	0.0934174422
261	0.09335597518
262	0.09329383372
263	0.09322319851
264	0.09317760032
265	0.09305706411
266	0.09291704512
267	0.09274779719
268	0.0926748877
269	0.0926099728
270	0.09257615161
271	0.09249165145
272	0.09242844511
273	0.09233013044
274	0.09226947108
275	0.09221780661
276	0.09212380773
277	0.09207379316
278	0.09205432885
279	0.09199533673
280	0.0919524496
281	0.09188095147
282	0.09184322484
283	0.09181172533
284	0.09175674972
285	0.09173249371
286	0.0916910941
287	0.09156531796
288	0.09142742525
289	0.09135785966
290	0.09126262962
291	0.09109116452
292	0.09097840651
293	0.09093825374
294	0.09084400927
295	0.09077822438
296	0.09071048615
297	0.09068308451
298	0.09061125593
299	0.09058881182
300	0.09054312883
301	0.09049962787
302	0.0904089538
303	0.09038846213
304	0.09032880299
305	0.09024618187
306	0.09021116207
307	0.09015517242
308	0.09010989331
309	0.09005477282
310	0.09001913796
311	0.08997357962
312	0.08991810094
313	0.08989569712
314	0.08983983168
315	0.08979737408
316	0.08976191561
317	0.08973685589
318	0.0895962241
319	0.08956135678
320	0.08943420714
321	0.08939531298
322	0.08930702334
323	0.08923769189
324	0.08922734781
325	0.08921696633
326	0.08920012531
327	0.08907476189
328	0.08899935558
329	0.0889825206
330	0.08894400234
331	0.08893081484
332	0.08878575333
333	0.08869039787
334	0.08856906574
335	0.08851524325
336	0.08840348443
337	0.08821241875
338	0.0881107122
339	0.08806640829
340	0.08799133081
341	0.08797089429
342	0.08795474382
343	0.08789577985
344	0.08785144706
345	0.08778900864
346	0.08772197131
347	0.08765314994
348	0.08760236213
349	0.08755156149
350	0.0875258286
351	0.08747357471
352	0.0874492738
353	0.08733294237
354	0.08729393583
355	0.08725481844
356	0.08724554374
357	0.08722977538
358	0.08719863439
359	0.08716651166
360	0.08711982387
361	0.08707739326
362	0.08701717733
363	0.0869789893
364	0.08695892043
365	0.08693127424
366	0.08688981333
367	0.08685895436
368	0.08683640022
369	0.08683089907
370	0.08680625225
371	0.08674982067
372	0.08673935559
373	0.08672844208
374	0.08663080281
375	0.08654523254
376	0.08653634447
377	0.08651695977
378	0.08649071
379	0.08637811496
380	0.08633392092
381	0.08625431748
382	0.08619745273
383	0.08617246565
384	0.0860404236
385	0.08600275106
386	0.08598295844
387	0.08593194347
388	0.08592394293
389	0.08590881789
390	0.08581129042
391	0.08579494197
392	0.0856835914
393	0.08566468072
394	0.08563309689
395	0.08558638345
396	0.08555552179
397	0.08551798375
398	0.08547833301
399	0.08544861933
400	0.08540811088
401	0.08535372985
402	0.08532189072
403	0.08530925954
404	0.08526742709
405	0.08524612871
406	0.08522326284
407	0.08514181171
408	0.08502418273
409	0.08500376703
410	0.08499958157
411	0.08499109936
412	0.08495045823
413	0.08494185652
414	0.08490625798
415	0.08489211697
416	0.08488622475
417	0.08481044298
418	0.08479436225
419	0.08471566802
420	0.08468040826
421	0.08464959057
422	0.08460184612
423	0.08450239331
424	0.08444473572
425	0.08442307497
426	0.08439080549
427	0.08438716607
428	0.08436100536
429	0.08430852235
430	0.08429504698
431	0.08423577261
432	0.08410918187
433	0.0841000442
434	0.08409284834
435	0.08404909856
436	0.08401114831
437	0.08399312579
438	0.08395549172
439	0.08386576558
440	0.08385300329
441	0.08383406348
442	0.08382897187
443	0.0837614316
444	0.08368754912
445	0.08364052894
446	0.08359839113
447	0.08355015698
448	0.08354614387
449	0.0835114158
450	0.08347226785
451	0.08345085875
452	0.08343889368
453	0.08338587841
454	0.08336945206
455	0.0833132475
456	0.08327576436
457	0.08322159909
458	0.08321219892
459	0.08315469438
460	0.08313702517
461	0.08311277287
462	0.08303315474
463	0.08300941136
464	0.08296971655
465	0.08295492497
466	0.08291061128
467	0.08284408776
468	0.08281174438
469	0.08275792508
470	0.08274119496
471	0.08272814726
472	0.08265788922
473	0.08265416773
474	0.08264304232
475	0.08258032581
476	0.0825590381
477	0.08255086061
478	0.08253297173
479	0.08250114931
480	0.08236150155
481	0.08232916923
482	0.08229844633
483	0.08227343971
484	0.08223518462
485	0.08220975732
486	0.0822009567
487	0.08216392307
488	0.08214006792
489	0.0821274473
490	0.08211658053
491	0.08205649031
492	0.08205343001
493	0.08202332266
494	0.08200228499
495	0.08198081695
496	0.0819568106
497	0.08191833069
498	0.0818753265
499	0.08175593925
500	0.08174919924
501	0.08171659197
502	0.08168536207
503	0.08167831453
504	0.08164802913
505	0.08152592772
506	0.08146960001
507	0.08136127533
508	0.08133697921
509	0.08133002391
510	0.08130450692
511	0.08126197758
512	0.08118995692
513	0.08110814581
514	0.08108043757
515	0.08102166212
516	0.08101010388
517	0.08101004621
518	0.08099095973
519	0.08098195936
520	0.08095293217
521	0.08093433939
522	0.08090027791
523	0.08086623809
524	0.08082613302
525	0.08081003378
526	0.08079496381
527	0.08075849228
528	0.08073367984
529	0.08071834588
530	0.08071461253
531	0.08070948193
532	0.08069757959
533	0.08069389514
534	0.08068541063
535	0.08065548607
536	0.08064597185
537	0.08062933069
538	0.0806170211
539	0.08057910411
540	0.08057070884
541	0.08054633924
542	0.08054447136
543	0.08052494147
544	0.08050560045
545	0.08036717845
546	0.0803365201
547	0.08029608778
548	0.08021015859
549	0.080196144
550	0.08017483286
551	0.08015710641
552	0.08012819749
553	0.08011249791
554	0.08009448343
555	0.08002502303
556	0.08001013402
557	0.07999339883
558	0.07997153916
559	0.07993734841
560	0.07992768596
561	0.07992138881
562	0.07989857844
563	0.07987619311
564	0.07985526302
565	0.07981106465
566	0.07979166178
567	0.07976251059
568	0.07973919395
569	0.07973053987
570	0.07970704427
571	0.07966084389
572	0.07961852417
573	0.07960151306
574	0.07958037422
575	0.07956036428
576	0.07953982391
577	0.07950720147
578	0.07949638123
579	0.07948870795
580	0.07946011792
581	0.07944328148
582	0.07942202239
583	0.07940984636
584	0.07940059659
585	0.07935892558
586	0.07931106013
587	0.07930869935
588	0.07923512045
589	0.07920717351
590	0.07912745802
591	0.07908855543
592	0.07906713535
593	0.07906240722
594	0.07905019865
595	0.07904209181
596	0.07900828188
597	0.07900229245
598	0.07897748386
599	0.07897638879
600	0.07896224505
601	0.07895123883
602	0.07893453229
603	0.07891066339
604	0.07890877597
605	0.07890541639
606	0.07884962963
607	0.0788284797
608	0.07880749473
609	0.07875096853
610	0.07872932999
611	0.07872260013
612	0.07869330778
613	0.07867032765
614	0.07866874175
615	0.07866880535
616	0.07866894921
617	0.07866256561
618	0.07863906148
619	0.07863171635
620	0.07856231101
621	0.07854956316
622	0.07854956316
623	0.07851141755
624	0.07851135177
625	0.07848931938
626	0.07848931938
627	0.07847875285
628	0.07847855944
629	0.07847520654
630	0.0784523889
631	0.07845255387
632	0.0784436356
633	0.07844359633
634	0.07844361851
635	0.07844361851
636	0.07844362986
637	0.07842019112
638	0.07842019112
639	0.07841110624
640	0.07840967685
641	0.07834878151
642	0.0782845605
643	0.07822351781
644	0.07821604836
645	0.07821441181
646	0.07816687975
647	0.07810182035
648	0.07808940316
649	0.07801105362
650	0.07796972916
651	0.07794472828
652	0.07793036016
653	0.07790948731
654	0.07788744978
655	0.07787812783
656	0.07785580355
657	0.07785425965
658	0.07783630376
659	0.07781919158
660	0.0778025987
661	0.07779495138
662	0.07778116053
663	0.07773775629
664	0.07771878359
665	0.07771877393
666	0.07769868431
667	0.07768380646
668	0.07765253999
669	0.0776302235
670	0.07761611629
671	0.07757278482
672	0.07757146236
673	0.07755662856
674	0.07755654611
675	0.07755302711
676	0.07755307645
677	0.07755155304
678	0.0775514245
679	0.07755151225
680	0.07754657909
681	0.07751368405
682	0.07750318388
683	0.07750317493
684	0.07750302332
685	0.07750308814
686	0.07750127007
687	0.07750127057
688	0.077501193
689	0.07749516628
690	0.07748817175
691	0.0774815179
692	0.0774733666
693	0.07745751198
694	0.07744204027
695	0.07741531293
696	0.07739579553
697	0.07737983975
698	0.07732720673
699	0.07729519987
700	0.07729055063
701	0.07727363686
702	0.07725153116
703	0.0772048084
704	0.07713889041
705	0.07711249174
706	0.07710873492
707	0.07710874417
708	0.07710186224
709	0.07710176828
710	0.07710171059
711	0.07710171059
712	0.07709700291
713	0.0770893226
714	0.07708639875
715	0.0770677829
716	0.07705731327
717	0.07705086622
718	0.0770462128
719	0.07703082572
720	0.07702112799
721	0.07700892791
722	0.0769808388
723	0.07696377745
724	0.07693775329
725	0.07692404295
726	0.07692406866
727	0.07692396225
728	0.07692272506
729	0.07692271939
730	0.07692279643
731	0.07691936524
732	0.07691935653
733	0.0768964754
734	0.07684723461
735	0.07684721156
736	0.07684594289
737	0.07684592862
738	0.07684589161
739	0.07684593542
740	0.07684590054
741	0.07684578465
742	0.07684293786
743	0.07684287439
744	0.07684267166
745	0.07684269429
746	0.07684280244
747	0.07684272088
748	0.07684151489
749	0.07684152706
750	0.07684152706
751	0.07684152706
752	0.07684154301
753	0.07684154301
754	0.07684154301
755	0.07684154301
756	0.07684154301
757	0.07684140204
758	0.07684141725
759	0.07684144323
760	0.07684138319
761	0.07684138319
762	0.07684138319
763	0.07684138319
764	0.07684052379
765	0.07684057716
766	0.07684045115
767	0.07684062355
768	0.07684051432
769	0.07684045625
770	0.07684046488
771	0.07684056885
772	0.07684039386
773	0.0768403824
774	0.07684045616
775	0.07684037548
776	0.07684039197
777	0.07684046381
778	0.07684042061
779	0.07684037844
780	0.07684033041
781	0.07684029112
782	0.07684032397
783	0.07684021233
784	0.07684032538
785	0.07684018412
786	0.07684021628
787	0.07684024532
788	0.07684007025
789	0.07684012183
790	0.07684012183
791	0.07683505951
792	0.0768350551
793	0.07682791861
794	0.07681663294
795	0.07680753112
796	0.07679715896
797	0.07678616654
798	0.07678617551
799	0.0767863406
800	0.07678619144
801	0.07678620732
802	0.07678610928
803	0.07678609186
804	0.07678618344
805	0.07678617312
806	0.0767861708
807	0.07678618587
808	0.07678600361
809	0.07678617457
810	0.07678599593
811	0.07678614975
812	0.07678616155
813	0.07678606687
814	0.07678599799
815	0.07678595641
816	0.07678600322
817	0.07678594342
818	0.07678584337
819	0.07676994507
820	0.0767544801
821	0.07673717502
822	0.07672223409
823	0.07670706504
824	0.07669023353
825	0.07668222983
826	0.07666003636
827	0.07663182759
828	0.07663183627
829	0.07662689703
830	0.07662688754
831	0.0766268527
832	0.07662678306
833	0.07662678306
834	0.07662678306
835	0.07662685912
836	0.07662693599
837	0.0766268713
838	0.07662676928
839	0.07662680016
840	0.07661712419
841	0.07658532782
842	0.07658193905
843	0.07658198428
844	0.07655207594
845	0.07654733581
846	0.07653721089
847	0.07653727724
848	0.0765308394
849	0.07647358162
850	0.07647350417
851	0.07647346851
852	0.0764733865
853	0.07647349862
854	0.07647350668
855	0.07647337628
856	0.07647344797
857	0.07647336879
858	0.0764733794
859	0.07647344482
860	0.07647334996
861	0.07647337643
862	0.07647333132
863	0.07647332596
864	0.07647340102
865	0.07647329233
866	0.07647319006
867	0.07647318166
868	0.07647323008
869	0.07647309506
870	0.07647324135
871	0.0764731926
872	0.07647317392
873	0.07647317392
874	0.07647317392
875	0.07647317392
876	0.07647326583
877	0.07647315648
878	0.07647321291
879	0.07647315544
880	0.07647311849
881	0.07647312095
882	0.07647312063
883	0.07647316021
884	0.07647310691
885	0.07647311419
886	0.07647304772
887	0.07647317788
888	0.07647305434
889	0.07647306459
890	0.07646602037
891	0.07646601157
892	0.07646602112
893	0.07646610333
894	0.0764632232
895	0.07646328346
896	0.07646331494
897	0.07646320928
898	0.07646328637
899	0.07646326895
900	0.07646317315
901	0.07646322526
902	0.07646334205
903	0.07646320032
904	0.07646320032
905	0.07646315545
906	0.07646315202
907	0.07644701638
908	0.07644693142
909	0.07644700325
910	0.0764468259
911	0.07644693264
912	0.07644689279
913	0.07644702193
914	0.07644688938
915	0.07644699448
916	0.07644689
917	0.07644681572
918	0.07644693432
919	0.07644676338
920	0.0764411203
921	0.07641094109
922	0.07638119063
923	0.07636097065
924	0.07635234182
925	0.07634191207
926	0.07632322476
927	0.07631159247
928	0.07631165251
929	0.07628314303
930	0.07627928634
931	0.07627887283
932	0.07626226226
933	0.07626225657
934	0.0762622675
935	0.07626221936
936	0.07625725834
937	0.0762572919
938	0.07625722786
939	0.07625722368
940	0.07625724289
941	0.07625723625
942	0.07625355182
943	0.07625363082
944	0.07625362119
945	0.07625357837
946	0.07625359106
947	0.0762535691
948	0.07625366533
949	0.07625357957
950	0.0762535969
951	0.07625356494
952	0.07625347469
953	0.07625347469
954	0.07625347469
955	0.07625347469
956	0.07625347469
957	0.07625347469
958	0.07625347469
959	0.07625347469
960	0.07625347469
961	0.07625347469
962	0.07625347469
963	0.07625347469
964	0.07625347469
965	0.07625347469
966	0.07625347469
967	0.07625347469
968	0.07625347469
969	0.07625347469
970	0.07625347469
971	0.07625347469
972	0.07625347469
973	0.07625347469
974	0.07625347469
975	0.07625347469
976	0.07625347469
977	0.07625347469
978	0.07625347469
979	0.07625347469
980	0.07625347469
981	0.07625347469
982	0.07625347469
983	0.07625347469
984	0.07625347469
985	0.07625347469
986	0.07625347469
987	0.07625347469
988	0.07625347469
989	0.07625347469
990	0.07625347469
991	0.07625347469
992	0.07625347469
993	0.07625347469
994	0.07625347469
995	0.07625347469
996	0.07625347469
997	0.07625347469
998	0.07625347469
999	0.07625347469
